prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,NUM_TYP9,ASG_CODE,month,kod,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,date_published
TAUTOG,SCUP,20036498711we,11694200311017825,0,C,5,3,2,1,7,7,Y,30,75,2,1,1169420031101009,825,8,7,1,0,0,1,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101008,1,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8835430101,8839010101,1,,8,1225,06412,1137.933819,20036498711we,,0,1169420031101009,05/04/2021
,STRIPED BASS,20036498711we,11694200311017825,0,C,5,6.5,1,3,7,13,O,9,30,1,4,1169420031101010,825,8,7,1,6,0,0,,3,4,9,25,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101010,1,2,0,8,1,,,20040317,8,2,1,8,,,8835020102,,1,,2,1250,01020,1226.8525988,20036498711we,,0,1169420031101010,05/04/2021
,STRIPED BASS,20036498711we,11694200311017825,0,C,5,6.5,3,0,7,13,O,0,1,2,4,1169420031101011,825,8,7,1,0,1,1,,3,4,9,25,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101010,1,,,8,1,,,20040317,8,8,1,8,,,8835020102,,1,,8,1252,01108,1226.8525988,20036498711we,,0,1169420031101010,05/04/2021
,STRIPED BASS,20036498711we,11694200311017825,,C,5,6.5,3,0,7,13,O,0,0,2,4,1169420031101012,825,8,7,0,0,1,1,,3,4,9,25,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101010,,,,8,1,,,20040317,8,8,1,8,,,8835020102,,1,,8,1254,01104,1226.8525988,20036498711we,,0,1169420031101010,05/04/2021
,TAUTOG,20036498711we,11694200311017825,0,C,5,4,1,3,7,3,Y,2,12,1,3,1169420031101013,825,8,7,1,4,0,0,,3,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101013,1,4,0,8,1,,HARTFORD,20040317,8,2,1,8,,,8839010101,,1,,2,1300,06096,1137.933819,20036498711we,,0,1169420031101013,05/04/2021
,TAUTOG,20036498711we,11694200311017825,0,C,5,4,3,0,7,3,Y,2,12,2,3,1169420031101014,825,8,7,1,0,1,1,,3,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101013,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1302,06096,1137.933819,20036498711we,,0,1169420031101013,05/04/2021
,TAUTOG,20036498711we,11694200311017825,0,C,5,4,3,0,7,3,Y,2,12,2,3,1169420031101015,825,8,7,1,0,1,1,,3,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101013,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1304,06096,1137.933819,20036498711we,,0,1169420031101013,05/04/2021
,TAUTOG,20036498711we,11694200311017825,,C,5,2,2,1,7,7,Y,10,40,1,1,1169420031101016,825,8,7,0,0,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101016,,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8839010101,,1,,8,1330,06441,1137.933819,20036498711we,,0,1169420031101016,05/04/2021
,TAUTOG,20036498711we,11694200311017825,,C,5,2,2,1,7,7,Y,10,40,2,1,1169420031101017,825,8,7,0,0,0,1,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101016,,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8839010101,,1,,8,1332,06447,1137.933819,20036498711we,,0,1169420031101017,05/04/2021
BLUEFISH,STRIPED BASS,20036498711we,11694200311017825,,C,5,2,2,1,7,7,Y,10,80,1,1,1169420031101018,825,8,7,0,0,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101018,,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1340,06412,1137.933819,20036498711we,,0,1169420031101018,05/04/2021
BLUEFISH,STRIPED BASS,20036498711we,11694200311017825,,C,5,2,2,1,7,7,Y,1,1,2,1,1169420031101019,825,8,7,0,0,0,1,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101018,,,,8,2,,MIDDLESEX,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1342,06442,1137.933819,20036498711we,,0,1169420031101019,05/04/2021
STRIPED BASS,BLUEFISH,20036498711we,11694200311017825,0,C,5,7,2,1,7,3,Y,4,7,1,6,1169420031101020,825,8,7,3,0,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101020,1,,,8,2,,HARTFORD,20040317,8,8,1,8,,,8835250101,8835020102,1,,8,1354,06108,1137.933819,20036498711we,,0,1169420031101020,05/04/2021
STRIPED BASS,BLUEFISH,20036498711we,11694200311017825,0,C,5,7.5,2,1,7,3,Y,4,7,2,6,1169420031101021,825,8,7,3,0,0,1,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101020,1,,,8,2,,HARTFORD,20040317,8,8,1,8,,,8835250101,8835020102,1,,8,1356,06040,1137.933819,20036498711we,,0,1169420031101021,05/04/2021
,TAUTOG,20036498711wd,11694200311077825,0,C,5,4.5,1,2,7,7,Y,0,5,1,4,1169420031107003,825,8,7,0,5,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031107,11,wd,,1169420031107003,1,5,0,8,1,,MIDDLESEX,20040317,8,2,1,8,,,8839010101,,1,,2,1205,06480,1312.9832046,20036498711wd,,0,1169420031107003,05/04/2021
,TAUTOG,20036498711wd,11694200311077825,,C,5,4.5,3,0,7,7,Y,0,5,2,4,1169420031107004,825,8,7,0,0,1,1,,2,4,9,9,4,1,6,2003,3,0,1169420031107,11,wd,,1169420031107003,,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8839010101,,1,,8,1207,06480,1312.9832046,20036498711wd,,0,1169420031107003,05/04/2021
BLUEFISH,STRIPED BASS,20036498711wd,11694200311077825,,C,5,3,2,1,7,9,Y,15,50,8,2,1169420031107005,825,8,7,0,0,0,0,,1,4,9,9,4,1,6,2003,3,0,1169420031107,11,wd,,1169420031107005,,,,8,1,,NEW HAVEN,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1300,06492,1312.9832046,20036498711wd,,0,1169420031107005,05/04/2021
WINTER FLOUNDER,TAUTOG,20036498711we,116942003110911645,0,C,5,6,2,1,11,7,Y,6,24,8,1.5,1169420031109001,645,8,7,1,0,0,0,,1,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109001,1,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8839010101,8857042001,1,,8,1035,06457,1137.933819,20036498711we,,0,1169420031109001,05/04/2021
STRIPED BASS,LITTLE TUNNY,20036498711we,116942003110911645,,C,5,4,2,1,11,11,Y,20,40,8,3,1169420031109002,645,8,7,0,0,0,0,,1,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109002,,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8850030102,8835020102,1,,8,1042,06371,1137.933819,20036498711we,,0,1169420031109002,05/04/2021
,TAUTOG,20036498711we,116942003110911645,0,C,5,3.5,1,3,11,3,Y,6,20,1,3,1169420031109003,645,8,7,1,6,0,0,,3,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109003,1,7,0,8,1,,HARTFORD,20040317,8,2,1,8,,,8839010101,,1,,2,1138,06114,1137.933819,20036498711we,,0,1169420031109003,05/04/2021
,TAUTOG,20036498711we,116942003110911645,0,C,5,3.5,3,0,11,3,Y,0,0,2,3,1169420031109004,645,8,7,1,0,1,1,,3,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109003,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1140,06114,1137.933819,20036498711we,,0,1169420031109003,05/04/2021
,TAUTOG,20036498711we,116942003110911645,0,C,5,3.5,3,0,11,7,Y,3,12,2,3,1169420031109005,645,8,7,1,0,1,1,,3,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109003,1,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8839010101,,1,,8,1142,06415,1137.933819,20036498711we,,0,1169420031109003,05/04/2021
,TAUTOG,20036498711we,116942003110911645,0,C,5,6,1,1,11,3,Y,2,6,8,5,1169420031109006,645,8,7,2,2,0,0,,1,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109006,1,,,8,1,,HARTFORD,20040317,8,1,1,8,,,8839010101,,1,,8,1149,06026,1137.933819,20036498711we,,0,1169420031109006,05/04/2021
,TAUTOG,20036498711we,116942003110911645,0,C,5,4.5,1,2,11,3,Y,15,35,1,3,1169420031109007,645,8,7,1,4,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109007,1,4,0,8,1,,HARTFORD,20040317,8,2,1,8,,,8839010101,,1,,2,1159,06010,1137.933819,20036498711we,,0,1169420031109007,05/04/2021
,TAUTOG,20036498711we,116942003110911645,0,C,5,4.5,3,0,11,3,Y,15,35,2,3,1169420031109008,645,8,7,1,0,1,1,,2,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109007,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1212,06010,1137.933819,20036498711we,,0,1169420031109007,05/04/2021
,TAUTOG,20036498711we,116942003110911645,0,C,5,5,1,2,11,3,Y,8,12,1,4,1169420031109009,645,8,7,1,8,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109009,1,8,0,8,1,,HARTFORD,20040317,8,2,1,8,,,8839010101,,1,,2,1222,06001,1137.933819,20036498711we,,0,1169420031109009,05/04/2021
,TAUTOG,20036498711we,116942003110911645,0,C,5,5,3,0,11,3,Y,2,2,2,4,1169420031109010,645,8,7,2,0,1,1,,2,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109009,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1225,06032,1137.933819,20036498711we,,0,1169420031109009,05/04/2021
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,2,1,11,9,Y,3,4,1,5,1169420031109011,645,8,7,3,0,0,0,,3,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109011,1,0,4,8,1,,NEW HAVEN,20040317,8,8,1,8,,,8839010101,8835020102,1,,8,1245,06460,1137.933819,20036498711we,,0,1169420031109011,05/04/2021
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,2,1,11,9,Y,4,4,2,5,1169420031109012,645,8,7,3,0,0,1,,3,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109011,1,0,4,8,2,,NEW HAVEN,20040317,8,8,1,8,,,8839010101,8835020102,1,,8,1247,06460,1137.933819,20036498711we,,0,1169420031109012,05/04/2021
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,2,1,11,9,Y,30,175,2,5,1169420031109013,645,8,7,3,0,0,1,,3,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109011,1,0,1,8,2,,NEW HAVEN,20040317,8,8,1,8,,,8839010101,8835020102,1,,8,1250,06460,1137.933819,20036498711we,,0,1169420031109013,05/04/2021
,TAUTOG,20036498711we,116942003110911645,0,C,5,5,1,2,11,11,Y,8,30,1,4.5,1169420031109014,645,8,7,0,4,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109014,1,8,0,8,2,,NEW LONDON,20040317,8,2,1,8,,,8839010101,,1,,2,1311,06385,1137.933819,20036498711we,,0,1169420031109014,05/04/2021
,TAUTOG,20036498711we,116942003110911645,,C,5,5.5,3,0,11,11,Y,8,30,2,4.5,1169420031109015,645,8,7,0,0,1,1,,2,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109014,,,,8,2,,NEW LONDON,20040317,8,8,1,8,,,8839010101,,1,,8,1315,06385,1137.933819,20036498711we,,0,1169420031109014,05/04/2021
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,1,1,11,7,Y,8,35,1,5,1169420031109016,645,8,7,3,1,0,0,,4,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109016,1,1,0,8,1,,MIDDLESEX,20040317,8,1,1,8,,,8839010101,8835020102,1,,8,1330,06480,1137.933819,20036498711we,,0,1169420031109016,05/04/2021
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,1,1,11,3,Y,5,10,2,5,1169420031109017,645,8,7,2,1,0,1,,4,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109016,1,1,0,8,2,,HARTFORD,20040317,8,1,1,8,,,8839010101,8835020102,1,,8,1334,06066,1137.933819,20036498711we,,0,1169420031109017,05/04/2021
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,2,1,11,3,Y,0,2,2,5,1169420031109018,645,8,7,3,0,0,1,,4,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109016,1,0,4,8,2,,HARTFORD,20040317,8,8,1,8,,,8839010101,8835020102,1,,8,1335,06053,1137.933819,20036498711we,,0,1169420031109018,05/04/2021
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,2,1,11,3,Y,4,8,2,5,1169420031109019,645,8,7,3,0,0,1,,4,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109016,1,0,4,8,2,,HARTFORD,20040317,8,8,1,8,,,8839010101,8835020102,1,,8,1336,06053,1137.933819,20036498711we,,0,1169420031109019,05/04/2021
,TAUTOG,20036498711we,1169520031101113010,0,C,5,1.5,2,1,11,11,Y,45,180,1,1,1169520031101001,3010,8,7,2,0,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101001,1,0,4,8,1,,NEW LONDON,20040317,8,8,1,8,,,8839010101,,1,,8,1125,06385,2211.2042489,20036498711we,,0,1169520031101001,05/04/2021
,TAUTOG,20036498711we,1169520031101113010,0,C,5,3,1,3,11,11,Y,32,150,1,2,1169520031101002,3010,8,7,2,12,0,0,,3,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101002,1,,,8,1,,NEW LONDON,20040317,8,2,1,8,,,8839010101,,1,,2,1141,06370,2211.2042489,20036498711we,,0,1169520031101002,05/04/2021
,TAUTOG,20036498711we,1169520031101113010,0,C,5,3,3,0,11,11,Y,15,40,2,2,1169520031101003,3010,8,7,2,0,1,1,,3,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101002,1,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8839010101,,1,,8,1142,06370,2211.2042489,20036498711we,,0,1169520031101002,05/04/2021
,TAUTOG,20036498711we,1169520031101113010,0,C,5,3,3,0,11,11,Y,20,60,2,2,1169520031101004,3010,8,7,2,0,1,1,,3,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101002,1,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8839010101,,1,,8,1143,06382,2211.2042489,20036498711we,,0,1169520031101002,05/04/2021
,TAUTOG,20036498711we,1169520031101113010,0,C,5,2,2,1,11,11,Y,40,200,8,1.5,1169520031101005,3010,8,7,2,0,0,0,,1,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101005,1,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8839010101,,1,,8,1210,06333,2211.2042489,20036498711we,,0,1169520031101005,05/04/2021
TAUTOG,STRIPED BASS,20036498711we,1169520031101113010,0,C,5,6,1,4,11,11,Y,20,40,1,5,1169520031101006,3010,8,7,2,7,0,0,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101006,1,5,0,8,1,,NEW LONDON,20040317,8,2,1,8,,,8835020102,8839010101,1,,2,1255,06357,2211.2042489,20036498711we,,0,1169520031101006,05/04/2021
TAUTOG,STRIPED BASS,20036498711we,1169520031101113010,0,C,5,6,3,0,11,11,Y,1,6,2,5,1169520031101007,3010,8,7,4,0,1,1,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101006,1,0,2,8,1,,NEW LONDON,20040317,8,8,1,8,,,8835020102,8839010101,1,,8,1256,06357,2211.2042489,20036498711we,,0,1169520031101006,05/04/2021
TAUTOG,STRIPED BASS,20036498711we,1169520031101113010,0,C,5,6,3,0,11,11,Y,4,12,2,5,1169520031101008,3010,8,7,4,0,1,1,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101006,1,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8835020102,8839010101,1,,8,1257,06357,2211.2042489,20036498711we,,0,1169520031101006,05/04/2021
TAUTOG,STRIPED BASS,20036498711we,1169520031101113010,0,C,5,6,3,0,11,11,Y,20,40,2,5,1169520031101009,3010,8,7,4,0,1,1,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101006,1,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8835020102,8839010101,1,,8,1258,06357,2211.2042489,20036498711we,,0,1169520031101006,05/04/2021
,,20036498711we,116952003110111645,0,C,5,5,2,1,11,15,O,1,2,1,3.5,1169520031101010,645,8,7,1,0,0,0,,2,4,9,25,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101010,1,,,8,1,,,20040317,8,8,1,8,,,,,1,,8,1500,01002,1226.8525988,20036498711we,,0,1169520031101010,05/04/2021
,,20036498711we,116952003110111645,0,C,5,5,2,1,11,15,O,1,2,2,3.5,1169520031101011,645,8,7,1,0,0,1,,2,4,9,25,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101010,1,,,8,1,,,20040317,8,8,1,8,,,,,1,,8,1501,01002,1226.8525988,20036498711we,,0,1169520031101011,05/04/2021
STRIPED BASS,BLUEFISH,20036498711we,116952003110111645,0,C,5,4.5,2,1,11,27,O,3,8,8,3,1169520031101012,645,8,7,1,0,0,0,,1,4,9,25,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101012,1,0,1,8,1,,,20040317,8,8,1,8,,,8835250101,8835020102,1,,8,1506,01520,1226.8525988,20036498711we,,0,1169520031101012,05/04/2021
,STRIPED BASS,20036498711we,116952003110111645,0,C,5,4,2,1,11,3,Y,7,35,1,3,1169520031101013,645,8,7,1,0,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101013,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8835020102,,1,,8,1509,06019,1137.933819,20036498711we,,0,1169520031101013,05/04/2021
,STRIPED BASS,20036498711we,116952003110111645,,C,5,4,2,1,11,3,Y,7,35,2,3,1169520031101014,645,8,7,0,0,0,1,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101013,,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8835020102,,1,,8,1510,06019,1137.933819,20036498711we,,0,1169520031101014,05/04/2021
,TAUTOG,20036498711we,116952003110111645,0,C,5,7,2,1,11,13,O,2,3,1,4,1169520031101015,645,8,7,5,0,0,0,,2,4,9,25,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101015,1,,,8,2,,,20040317,8,8,1,8,,,8839010101,,1,,8,1530,01085,1226.8525988,20036498711we,,0,1169520031101015,05/04/2021
,TAUTOG,20036498711we,116952003110111645,0,C,5,7,2,1,11,13,O,0,1,2,4,1169520031101016,645,8,7,4,0,0,1,,2,4,9,25,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101015,1,,,8,2,,,20040317,8,8,1,8,,,8839010101,,1,,8,1531,01081,1226.8525988,20036498711we,,0,1169520031101016,05/04/2021
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,,C,5,2,2,1,11,11,Y,0,20,1,1.5,1169520031101017,645,8,7,0,0,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101017,,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1535,06383,1137.933819,20036498711we,,0,1169520031101017,05/04/2021
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,,C,5,2,2,1,11,11,Y,2,45,2,1.5,1169520031101018,645,8,7,0,0,0,1,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101017,,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1536,06385,1137.933819,20036498711we,,0,1169520031101018,05/04/2021
,TAUTOG,20036498711we,116952003110111645,0,C,5,5.5,1,2,11,13,Y,5,20,1,5,1169520031101019,645,8,7,3,2,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101019,1,,,8,1,,TOLLAND,20040317,8,2,1,8,,,8839010101,,1,,2,1540,06029,1137.933819,20036498711we,,0,1169520031101019,05/04/2021
,TAUTOG,20036498711we,116952003110111645,0,C,5,5.5,3,0,11,3,Y,0,0,2,5,1169520031101020,645,8,7,3,0,1,1,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101019,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1541,06047,1137.933819,20036498711we,,0,1169520031101019,05/04/2021
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,0,C,5,9,1,1,11,3,Y,15,30,1,5,1169520031101021,645,8,7,3,1,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101021,1,1,0,8,1,,HARTFORD,20040317,8,1,1,8,,,8835020102,8835250101,1,,8,1550,06010,1137.933819,20036498711we,,0,1169520031101021,05/04/2021
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,0,C,5,9,1,1,11,3,Y,2,5,2,5,1169520031101022,645,8,7,3,1,0,1,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101021,1,1,0,8,1,,HARTFORD,20040317,8,1,1,8,,,8835020102,8835250101,1,,8,1551,06010,1137.933819,20036498711we,,0,1169520031101022,05/04/2021
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,0,C,5,5.5,1,1,11,15,Y,10,12,1,4,1169520031101023,645,8,7,0,1,0,0,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101023,1,1,0,8,1,,WINDHAM,20040317,8,1,1,8,,,8835020102,8835250101,1,,8,1555,06241,1137.933819,20036498711we,,0,1169520031101023,05/04/2021
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,0,C,5,5.5,1,1,11,15,Y,0,6,2,4,1169520031101024,645,8,7,0,1,0,1,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101023,1,1,0,8,1,,WINDHAM,20040317,8,1,1,8,,,8835020102,8835250101,1,,8,1556,06241,1137.933819,20036498711we,,0,1169520031101024,05/04/2021
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,,C,5,5.5,2,1,11,15,Y,1,1,2,4,1169520031101025,645,8,7,0,0,0,1,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101023,,,,8,1,,WINDHAM,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1557,06241,1137.933819,20036498711we,,0,1169520031101025,05/04/2021
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,,C,5,5.5,2,1,11,15,Y,0,1,2,4,1169520031101026,645,8,7,0,0,0,1,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101023,,,,8,1,,WINDHAM,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1558,06241,1137.933819,20036498711we,,0,1169520031101026,05/04/2021
,TAUTOG,20036498711we,116952003110111645,0,C,5,9,1,2,11,3,Y,12,20,1,7.5,1169520031101027,645,8,7,2,4,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101027,1,,,8,1,,HARTFORD,20040317,8,2,1,8,,,8839010101,,1,,2,1605,06053,1137.933819,20036498711we,,0,1169520031101027,05/04/2021
,TAUTOG,20036498711we,116952003110111645,0,C,5,9,3,0,11,3,Y,12,20,2,7.5,1169520031101028,645,8,7,1,0,1,1,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101027,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1606,06053,1137.933819,20036498711we,,0,1169520031101027,05/04/2021
,STRIPED BASS,20036498711we,116952003110111645,,C,5,1.5,2,1,11,7,Y,0,4,1,0.5,1169520031101029,645,8,7,0,0,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101029,,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8835020102,,1,,8,1610,06424,1137.933819,20036498711we,,0,1169520031101029,05/04/2021
,STRIPED BASS,20036498711we,116952003110111645,,C,5,1.5,2,1,11,7,Y,0,4,2,0.5,1169520031101030,645,8,7,0,0,0,1,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101029,,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8835020102,,1,,8,1611,06424,1137.933819,20036498711we,,0,1169520031101030,05/04/2021
STRIPED BASS,HICKORY SHAD,20036498711we,116952003110211645,,C,5,4,2,1,11,9,Y,30,150,1,2.5,1169520031102001,645,8,7,0,0,0,0,,2,4,9,9,4,1,6,2003,3,0,1169520031102,11,we,,1169520031102001,,,,8,1,,NEW HAVEN,20040317,8,8,1,8,,,8747010103,8835020102,1,,8,1235,06213,1137.933819,20036498711we,,0,1169520031102001,05/04/2021
STRIPED BASS,HICKORY SHAD,20036498711we,116952003110211645,,C,5,4,2,1,11,5,Y,15,100,2,2.5,1169520031102002,645,8,7,0,0,0,1,,2,4,9,9,4,1,6,2003,3,0,1169520031102,11,we,,1169520031102001,,,,8,1,,LITCHFIELD,20040317,8,8,1,8,,,8747010103,8835020102,1,,8,1236,06710,1137.933819,20036498711we,,0,1169520031102002,05/04/2021
,TAUTOG,20036498711we,116952003110211645,0,C,5,4.5,2,1,11,13,Y,1,6,1,4,1169520031102003,645,8,7,1,0,0,0,,2,4,9,9,4,1,6,2003,3,0,1169520031102,11,we,,1169520031102003,1,0,2,8,1,,TOLLAND,20040317,8,8,1,8,,,8839010101,,1,,8,1241,06071,1137.933819,20036498711we,,0,1169520031102003,05/04/2021
,TAUTOG,20036498711we,116952003110211645,0,C,5,4.5,2,1,11,13,Y,1,6,2,4,1169520031102004,645,8,7,1,0,0,1,,2,4,9,9,4,1,6,2003,3,0,1169520031102,11,we,,1169520031102003,1,,,8,2,,TOLLAND,20040317,8,8,1,8,,,8839010101,,1,,8,1242,06071,1137.933819,20036498711we,,0,1169520031102004,05/04/2021
BLUEFISH,STRIPED BASS,20036498711we,116952003110211645,0,C,5,6.5,2,1,11,11,Y,20,50,8,6,1169520031102005,645,8,7,1,0,0,0,,1,4,9,9,4,1,6,2003,3,0,1169520031102,11,we,,1169520031102005,1,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1247,06415,1137.933819,20036498711we,,0,1169520031102005,05/04/2021
